Attending Coll./Univ. (%),African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,First Language Not English %,English Language Learner %,Students With Disabilities %,High Needs %,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,Students,Students Disciplined,% In-School Suspension,% Out-of-School Suspension,% Expulsion,% Removed to Alternate Setting
30.0,2.6,1.3,15.4,78.8,0.0,0.0,1.9,60.3,39.7,4.3,3.4,38.9,56.2,"      $3,166,123","  $60,654",     52,"          $10,115,034.00",             465.9,"              $21,710.74","          $10,115,034.00",             465.9,"              $21,710.74",     475,      69,8.2,8.8,0.0,0.0
91.9,1.1,9.5,3.4,83.1,0.1,0.4,2.3,46.7,53.3,8.4,1.4,10.5,17.4,"      $9,482,556","  $87,558",    108,"          $22,159,842.00","           1,424.1","              $15,560.59","          $23,199,404.00","           1,462.8","              $15,859.59","   1,466",      37,0.2,2.5,0.0,0.0
71.6,0.4,0.9,7.9,87.4,0.0,0.1,3.4,51.5,48.5,2.9,1.9,17.4,36.1,"     $11,281,650","  $69,511",    162,"          $28,026,208.00","           2,336.1","              $11,997.01","          $32,120,353.00","           2,514.8","              $12,772.53","   2,468",     141,2.9,3.8,0.0,0.0
50.2,3.3,1.7,29.6,63.8,0.0,0.1,1.5,53.1,46.9,20.5,1.7,23.0,47.7,"      $9,359,306","  $85,551",    109,"          $25,760,976.00","           1,231.2","              $20,923.47","          $25,787,276.00","           1,233.2","              $20,910.86","   1,278",     193,11.9,5.1,0.0,0.0
54.6,0.6,0.2,2.5,94.8,0.2,0.0,1.7,62.6,37.4,0.0,0.0,16.4,36.0,"      $4,029,772","  $73,536",     55,"          $10,122,493.00",             492.4,"              $20,557.46","          $10,122,493.00",             492.4,"              $20,557.46",     502,      29,0.0,5.8,0.0,0.0
75.5,1.5,1.9,2.8,90.8,0.2,0.2,2.6,50.6,49.4,1.4,0.8,19.1,29.6,"     $13,243,568","  $70,276",    188,"          $32,529,710.00","           2,533.3","              $12,840.84","          $38,065,714.00","           2,728.8","              $13,949.62","   2,591",      54,0.4,1.8,0.0,0.0
93.8,0.5,2.1,1.6,93.9,0.0,0.1,1.8,50.8,49.2,1.5,0.3,15.0,18.1,"     $13,344,825","  $81,321",    164,"          $31,144,672.00","           2,180.2","              $14,285.24","          $33,563,338.00","           2,220.2","              $15,117.26","   2,234",      13,0.4,0.4,0.0,0.0
79.6,10.8,7.6,9.4,70.2,0.0,0.1,1.9,51.3,48.7,17.4,6.8,18.6,40.1,"     $20,847,214","  $77,355",    270,"          $51,191,189.00","           3,381.2","              $15,139.95","          $56,884,424.00","           3,489.4","              $16,302.06","   3,574",     136,2.5,1.9,0.0,0.0
63.0,0.2,0.2,0.5,98.0,0.0,0.0,1.1,56.7,43.3,0.0,0.0,24.4,35.1,"      $4,014,690","  $73,935",     54,"          $10,627,951.00",             551.1,"              $19,284.98","          $10,632,001.00",             551.9,"              $19,264.36",     559,      29,1.1,4.5,0.0,0.0
86.8,2.4,1.9,1.4,91.4,0.2,0.0,2.8,48.0,52.0,0.8,0.2,13.7,20.5,"      $7,282,444","  $82,102",     89,"          $18,348,088.00","           1,226.2","              $14,963.37","          $18,454,353.00","           1,237.0","              $14,918.64","   1,260",      12,0.6,0.6,0.0,0.0
64.0,1.4,1.0,9.5,84.5,0.2,0.1,3.4,51.9,48.1,0.9,0.2,15.9,39.0,"      $8,419,275","  $65,114",    129,"          $22,797,753.00","           1,761.2","              $12,944.44","          $25,386,255.00","           1,889.2","              $13,437.57","   1,895",     117,3.4,4.0,0.0,0.0
79.6,2.3,1.9,7.6,84.4,0.1,0.1,3.6,52.6,47.4,3.1,1.5,19.5,45.4,"      $7,748,372","  $64,036",    121,"          $19,156,370.00","           1,429.9","              $13,397.00","          $22,459,697.00","           1,546.4","              $14,523.86","   1,515",     109,4.4,3.8,0.0,0.0
29.8,0.2,0.5,4.7,90.0,1.0,0.0,3.7,59.7,40.3,0.0,0.0,27.1,53.4,"      $5,384,049","  $75,301",     72,"          $13,950,898.00",             610.0,"              $22,870.33","          $14,025,725.00",             621.0,"              $22,585.71",     632,      73,5.5,7.9,0.0,0.0
75.7,3.4,1.8,12.8,79.7,0.0,0.0,2.3,51.0,49.0,7.5,7.1,18.8,43.4,"     $35,285,651","  $78,605",    449,"          $78,251,053.00","           5,900.1","              $13,262.67","          $87,357,938.00","           6,109.2","              $14,299.41","   6,185",     148,1.3,1.5,0.0,0.0
81.1,0.7,0.9,0.6,96.5,0.1,0.2,1.1,52.0,48.0,0.9,0.8,12.9,22.2,"     $15,351,348","  $77,259",    199,"          $36,544,583.00","           3,107.8","              $11,758.99","          $39,486,642.00","           3,215.7","              $12,279.33","   3,173",      55,0.6,1.2,0.0,0.0
90.2,0.4,1.5,2.5,94.3,0.0,0.0,1.3,51.5,48.5,0.1,0.1,17.8,24.2,"     $15,352,513","  $73,003",    210,"          $35,252,783.00","           2,519.3","              $13,993.09","          $38,685,700.00","           2,613.1","              $14,804.52","   2,607",      47,1.6,0.6,0.0,0.0
78.7,1.0,0.7,1.8,93.4,0.1,0.0,3.0,49.5,50.5,0.3,0.0,15.3,30.9,"      $4,858,795","  $56,367",     86,"          $15,041,925.00",             846.7,"              $17,765.35","          $16,234,361.00",             916.2,"              $17,719.23",     922,      17,0.4,1.5,0.0,0.0
69.4,10.6,1.7,10.8,69.0,0.2,0.0,7.6,51.3,48.7,7.1,4.6,20.3,56.2,"     $32,623,123","  $70,613",    462,"          $83,802,261.00","           5,670.2","              $14,779.42","          $92,175,778.00","           6,387.9","              $14,429.75","   5,851",     495,6.3,4.5,0.0,0.0
71.3,1.8,1.3,3.7,89.1,0.3,0.1,3.7,51.8,48.2,2.6,0.9,19.4,35.5,"     $42,597,055","  $67,593",    630,"         $116,184,965.00","           7,602.2","              $15,283.07","         $130,488,114.00","           8,308.8","              $15,704.81","   7,880",     509,5.2,2.7,0.0,0.0
79.0,0.5,0.7,4.7,91.8,0.0,0.0,2.3,48.4,51.6,1.0,0.3,19.0,35.9,"     $12,187,104","  $75,136",    162,"          $32,883,304.00","           2,360.2","              $13,932.42","          $37,155,667.00","           2,548.8","              $14,577.71","   2,504",      96,1.4,1.9,0.0,0.0
56.0,0.6,0.4,6.2,90.0,0.0,0.0,2.8,51.0,49.0,3.8,2.7,15.6,44.1,"      $6,614,381","  $65,880",    100,"          $17,403,742.00","           1,407.2","              $12,367.64","          $18,429,547.00","           1,509.4","              $12,209.85","   1,480",      62,2.8,2.8,0.0,0.0
77.2,6.1,37.1,5.2,48.2,0.2,0.4,2.9,52.5,47.5,35.7,14.9,16.9,55.6,"     $55,590,293","  $80,894",    687,"         $136,990,173.00","           9,093.0","              $15,065.45","         $153,147,901.00","           9,302.1","              $16,463.80","   9,611",     302,1.4,2.3,0.0,0.0
69.9,2.6,1.5,7.3,82.7,0.6,0.0,5.3,49.6,50.4,1.3,0.6,16.8,41.5,"      $4,200,739","  $63,841",     66,"          $11,430,129.00",             801.5,"              $14,260.92","          $14,136,671.00",             896.7,"              $15,765.22",     851,      54,5.3,2.1,0.0,0.0
75.3,51.9,16.7,11.9,14.8,0.4,0.2,4.1,54.6,45.4,35.5,12.7,23.3,60.5,"     $18,202,089","  $72,547",    251,"          $46,499,954.00","           2,946.4","              $15,781.96","          $55,454,569.00","           3,401.1","              $16,304.89","   3,141",     220,1.8,5.9,0.0,0.0
88.5,2.4,4.8,1.8,89.0,0.1,0.0,1.9,52.1,47.9,2.0,1.0,17.4,23.2,"     $22,911,148","  $72,366",    317,"          $54,183,941.00","           4,356.8","              $12,436.64","          $58,936,997.00","           4,436.5","              $13,284.57","   4,447",      58,0.9,0.6,0.0,0.0
68.4,3.9,5.1,49.4,38.7,0.3,0.1,2.5,49.9,50.1,55.6,17.8,15.1,58.9,"     $42,618,388","  $80,579",    529,"          $95,767,509.00","           7,149.9","              $13,394.24","         $108,825,861.00","           7,487.6","              $14,534.14","   7,721",     155,0.1,1.9,0.0,0.0
69.2,5.2,0.9,9.7,80.2,0.0,0.0,4.1,52.0,48.0,7.4,3.2,17.0,42.2,"     $11,011,066","  $74,500",    148,"          $30,389,403.00","           2,278.8","              $13,335.70","          $33,747,435.00","           2,427.9","              $13,899.85","   2,392",      19,0.8,0.0,0.0,0.0
70.9,5.8,2.5,36.8,50.2,0.1,0.0,4.7,52.1,47.9,28.7,13.7,21.5,58.5,"     $32,461,940","  $85,224",    381,"          $72,269,500.00","           3,762.5","              $19,207.84","          $87,696,769.00","           4,640.3","              $18,898.94","   4,073",     214,1.5,4.4,0.0,0.0
88.3,1.1,2.2,1.0,94.8,0.4,0.1,0.3,51.5,48.5,0.4,0.4,15.7,26.3,"     $16,765,211","  $77,617",    216,"          $41,134,725.00","           2,775.3","              $14,821.72","          $48,329,361.00","           3,092.4","              $15,628.43","   2,831",      58,1.0,1.3,0.0,0.0
79.4,4.3,4.8,12.6,76.1,0.4,0.3,1.4,49.7,50.3,12.1,4.7,15.3,39.6,"     $15,448,490","  $73,250",    211,"          $38,014,126.00","           2,668.5","              $14,245.50","          $42,592,047.00","           2,911.5","              $14,628.90","   2,809",     138,4.3,1.7,0.0,0.0
87.7,2.5,1.1,0.6,94.4,0.0,0.0,1.4,50.1,49.9,1.1,0.7,14.2,21.5,"     $20,402,010","  $83,137",    245,"          $42,025,094.00","           2,990.3","              $14,053.81","          $45,153,446.00","           3,041.8","              $14,844.32","   3,052",      10,0.3,0.0,0.0,0.0
79.5,1.4,2.8,4.3,88.9,0.1,0.0,2.5,48.8,51.2,4.4,2.3,15.7,27.7,"     $11,565,508","  $76,796",    151,"          $26,679,355.00","           1,967.7","              $13,558.65","          $30,358,521.00","           2,021.1","              $15,020.79","   2,019",      85,3.8,1.2,0.0,0.0
91.8,4.8,25.1,4.2,61.5,0.1,0.1,4.1,52.1,47.9,23.7,2.8,13.1,22.0,"     $21,404,982","  $79,829",    268,"          $51,748,731.00","           3,537.8","              $14,627.38","          $55,320,907.00","           3,587.7","              $15,419.60","   3,573",      30,0.3,0.7,0.0,0.0
57.2,1.3,0.7,3.6,92.3,0.3,0.0,1.6,57.4,42.6,0.8,0.0,24.6,32.9,"     $10,937,532","  $84,006",    130,"          $26,922,652.00","           1,339.3","              $20,102.03","          $27,022,101.00","           1,357.5","              $19,905.78","   1,350",      88,5.6,1.3,0.0,0.0
93.4,2.1,26.2,6.8,61.3,0.3,0.0,3.3,49.9,50.1,26.4,2.8,13.4,24.0,"     $30,911,009","  $77,043",    401,"          $73,715,717.00","           5,967.9","              $12,352.04","          $83,854,003.00","           6,270.7","              $13,372.35","   6,258",      61,0.2,0.8,0.0,0.0
73.2,1.5,0.8,0.8,96.3,0.1,0.2,0.3,51.3,48.7,0.3,0.0,16.0,26.2,"     $10,985,096","  $82,471",    133,"          $27,238,736.00","           1,874.7","              $14,529.65","          $27,726,303.00","           1,924.7","              $14,405.52","   1,959",      50,0.0,2.6,0.0,0.0
77.8,1.5,1.4,2.1,93.3,0.0,0.1,1.7,47.5,52.5,1.8,0.1,12.4,22.3,"      $5,320,794","  $62,968",     85,"          $13,476,314.00",             945.8,"              $14,248.59","          $15,043,900.00",             969.3,"              $15,520.38",     988,      30,0.0,3.0,0.0,0.0
65.4,10.3,7.8,42.8,36.3,0.0,0.0,2.8,53.7,46.3,49.7,18.4,21.9,58.8,"     $31,738,708","  $74,698",    425,"          $87,220,790.00","           4,859.9","              $17,947.03","         $102,193,799.00","           5,423.4","              $18,843.12","   5,178",     253,3.0,2.5,0.0,0.0
74.8,2.1,1.3,10.3,83.9,0.2,0.1,2.1,49.6,50.4,4.3,2.8,11.6,31.8,"      $9,840,316","  $69,396",    142,"          $25,879,501.00","           1,819.6","              $14,222.63","          $29,624,595.00","           2,069.4","              $14,315.55","   1,916",      22,0.9,0.5,0.0,0.0
39.4,5.4,0.3,46.7,44.4,0.6,0.0,2.6,57.5,42.5,18.5,4.4,46.4,72.1,"      $6,053,625","  $78,111",     78,"          $18,134,299.00",             687.0,"              $26,396.36","          $18,134,299.00",             687.0,"              $26,396.36",     733,      77,2.7,8.9,0.1,0.0
51.1,1.9,0.5,2.1,94.0,0.0,0.2,1.4,64.0,36.0,0.0,0.0,31.9,45.1,"      $4,911,976","  $79,353",     62,"          $13,209,216.00",             617.8,"              $21,381.06","          $13,214,216.00",             618.8,"              $21,354.58",     632,      55,3.6,6.6,0.0,0.0
63.7,1.5,1.4,50.5,44.5,0.3,0.0,1.8,51.6,48.4,21.5,14.1,21.2,73.3,"     $12,129,640","  $72,502",    167,"          $30,783,849.00","           2,187.0","              $14,075.83","          $35,371,445.00","           2,498.2","              $14,158.77","   2,384",     259,3.2,9.5,0.0,0.0
53.6,31.6,0.9,11.7,53.1,0.1,0.0,2.5,52.7,47.3,21.7,0.9,22.4,53.3,"     $10,123,304","  $80,922",    125,"          $30,147,512.00","           1,459.9","              $20,650.40","          $30,167,512.00","           1,463.9","              $20,607.63","   1,385",      36,0.0,2.6,0.0,0.0
73.7,0.9,0.3,5.2,88.7,0.3,0.0,4.6,52.1,47.9,2.6,1.7,14.6,38.5,"      $4,878,577","  $62,147",     79,"          $16,176,851.00",             748.3,"              $21,618.14","          $17,073,487.00",             866.6,"              $19,701.69",     802,       7,0.4,0.5,0.0,0.0
41.8,0.5,0.2,5.9,92.6,0.1,0.0,0.8,59.5,40.5,0.5,0.0,17.8,36.5,"      $8,315,313","  $73,587",    113,"          $20,687,626.00","           1,077.8","              $19,194.31","          $20,869,057.00","           1,109.3","              $18,812.82","   1,122",      39,1.3,2.2,0.0,0.0
80.3,2.1,0.9,3.6,91.8,0.1,0.0,1.5,51.0,49.0,3.0,1.5,20.2,34.1,"      $9,021,396","  $63,846",    141,"          $21,443,101.00","           1,584.4","              $13,533.89","          $23,806,977.00","           1,705.9","              $13,955.67","   1,682",      28,0.7,1.2,0.0,0.0
69.0,0.8,0.9,8.2,86.1,0.1,0.0,3.8,53.9,46.1,1.5,1.0,21.1,43.7,"      $7,202,402","  $63,401",    114,"          $21,181,901.00","           1,550.3","              $13,663.10","          $25,308,441.00","           1,814.9","              $13,944.81","   1,662",      50,0.7,2.5,0.0,0.0
60.4,19.4,2.5,64.5,12.3,0.0,0.0,1.2,52.1,47.9,26.1,16.3,19.8,77.7,"    $135,954,291","  $65,832","  2,065","         $390,882,551.00","          25,009.3","              $15,629.49","         $454,046,693.00","          29,415.8","              $15,435.47","  27,807","   2,981",4.5,8.0,0.0,0.0
76.2,2.0,3.9,5.5,85.3,0.3,0.1,2.9,50.3,49.7,10.8,3.1,18.6,32.1,"     $13,338,311","  $71,442",    187,"          $32,907,312.00","           2,316.2","              $14,207.46","          $37,901,723.00","           2,489.9","              $15,222.19","   2,411",      77,0.0,3.2,0.0,0.0
86.7,20.3,5.7,8.0,62.0,0.1,0.4,3.5,51.8,48.2,14.2,4.7,15.2,38.6,"     $24,566,042","  $81,832",    300,"          $48,239,551.00","           3,618.4","              $13,331.74","          $54,334,395.00","           3,780.1","              $14,373.80","   3,835",     115,1.7,1.9,0.0,0.0
86.0,0.7,1.5,1.6,91.5,0.1,0.1,4.6,50.3,49.7,1.6,0.8,17.8,23.8,"      $7,204,778","  $71,689",    101,"          $18,346,055.00","           1,450.8","              $12,645.47","          $19,077,370.00","           1,488.7","              $12,814.78","   1,505",      17,1.0,0.9,0.0,0.0
85.8,3.3,2.4,8.9,83.1,0.2,0.2,2.0,50.3,49.7,8.4,3.2,14.2,28.1,"     $14,707,396","  $77,776",    189,"          $34,552,346.00","           2,249.1","              $15,362.74","          $37,404,540.00","           2,313.1","              $16,170.74","   2,329",      31,0.4,1.0,0.0,0.0
74.8,1.5,0.8,2.3,94.0,0.3,0.0,1.2,51.4,48.6,2.1,1.3,12.0,28.5,"     $10,721,617","  $66,511",    161,"          $27,207,205.00","           2,029.3","              $13,407.19","          $28,280,745.00","           2,069.0","              $13,668.80","   2,141",     115,4.4,1.5,0.0,0.0
66.4,0.6,1.0,4.3,91.5,0.3,0.1,2.2,50.1,49.9,0.7,0.1,11.4,25.6,"     $10,905,485","  $78,911",    138,"          $24,337,349.00","           1,775.4","              $13,708.09","          $24,578,121.00","           1,823.2","              $13,480.76","   1,845",      44,0.7,1.9,0.0,0.0
70.9,12.5,1.4,11.8,69.7,0.2,0.2,4.2,51.1,48.9,8.9,3.8,19.1,49.5,"     $39,879,315","  $76,077",    524,"          $99,057,013.00","           8,031.5","              $12,333.56","         $107,981,137.00","           8,290.3","              $13,025.00","   8,457",     471,0.1,5.5,0.0,0.0
87.1,1.9,3.1,2.5,91.5,0.1,0.1,0.9,51.2,48.8,1.7,1.0,17.4,27.2,"     $18,868,593","  $74,727",    253,"          $51,036,959.00","           3,554.4","              $14,358.81","          $58,066,956.00","           3,753.8","              $15,468.85","   3,647",      83,0.0,2.3,0.0,0.0
52.5,0.5,0.6,4.4,90.5,0.2,0.1,3.8,56.8,43.2,0.4,0.4,29.7,42.5,"      $7,428,177","  $79,531",     93,"          $19,213,205.00","           1,050.8","              $18,284.36","          $19,216,655.00","           1,051.5","              $18,275.47","   1,033",     100,0.0,9.7,0.0,0.0
80.2,0.6,1.9,2.8,92.7,0.1,0.2,1.7,51.0,49.0,2.7,0.6,15.7,29.6,"     $16,898,037","  $80,200",    211,"          $39,484,912.00","           2,605.3","              $15,155.61","          $43,925,535.00","           2,779.7","              $15,802.26","   2,758",      61,1.4,1.4,0.0,0.0
86.5,2.0,5.9,3.4,85.2,0.2,0.0,3.2,50.8,49.2,4.2,0.8,14.6,23.6,"      $9,765,442","  $74,205",    132,"          $22,606,444.00","           1,678.8","              $13,465.84","          $25,175,837.00","           1,822.8","              $13,811.63","   1,772",       7,0.1,0.3,0.0,0.0
56.4,3.3,1.3,2.7,89.2,0.9,0.0,2.7,60.8,39.2,0.0,0.0,19.2,38.3,"      $5,207,946","  $69,765",     75,"          $15,875,510.00",             784.1,"              $20,246.79","          $15,882,110.00",             785.4,"              $20,221.68",     709,      17,0.1,2.3,0.0,0.0
76.5,0.9,1.6,3.7,91.0,0.3,0.1,2.3,52.6,47.4,2.1,0.7,14.1,28.5,"      $9,159,832","  $72,813",    126,"          $24,689,808.00","           1,823.2","              $13,542.02","          $28,632,048.00","           2,052.5","              $13,949.84","   1,981",      38,0.4,1.7,0.0,0.0
89.3,1.7,2.8,4.5,88.7,0.1,0.1,2.1,50.4,49.6,3.6,1.6,13.2,21.1,"     $32,777,537","  $71,442",    459,"          $82,012,395.00","           7,308.0","              $11,222.28","          $89,719,024.00","           7,542.2","              $11,895.60","   7,470",     125,0.8,1.2,0.0,0.0
82.8,2.3,2.9,5.3,86.3,0.1,0.2,2.7,50.1,49.9,3.4,1.5,15.8,26.4,"     $18,484,212","  $68,971",    268,"          $46,621,627.00","           3,477.3","              $13,407.42","          $51,449,837.00","           3,601.2","              $14,286.86","   3,550",      49,0.5,1.0,0.0,0.0
90.2,3.7,5.6,5.0,83.4,0.4,0.0,1.9,50.4,49.6,8.6,2.7,14.8,24.0,"     $21,838,879","  $75,358",    290,"          $52,880,802.00","           3,902.3","              $13,551.19","          $56,853,036.00","           3,991.4","              $14,243.88","   3,985",      62,0.9,1.0,0.0,0.0
74.8,10.0,5.5,36.2,45.5,0.1,0.1,2.7,52.5,47.5,43.2,17.7,19.0,49.3,"     $36,867,482","  $76,597",    481,"         $103,862,040.00","           5,368.3","              $19,347.29","         $112,808,284.00","           5,572.9","              $20,242.29","   5,703",     247,3.0,2.1,0.0,0.0
63.6,1.7,0.7,5.8,88.2,0.1,0.2,3.4,52.2,47.8,1.7,0.9,15.5,51.6,"      $5,539,431","  $60,474",     92,"          $16,649,644.00","           1,248.0","              $13,341.06","          $18,924,398.00","           1,452.3","              $13,030.64","   1,353",      69,1.4,4.6,0.0,0.0
56.0,7.7,1.0,6.2,74.0,1.0,0.0,10.0,52.0,48.0,1.2,0.8,23.7,55.7,"     $13,483,291","  $67,721",    199,"          $36,553,230.00","           2,500.2","              $14,620.12","          $41,627,792.00","           2,797.0","              $14,883.01","   2,728",     323,4.2,10.0,0.0,0.0
86.1,3.4,8.1,13.1,69.8,0.5,0.1,4.9,50.5,49.5,33.1,9.8,22.2,43.9,"     $19,382,092","  $78,217",    248,"          $50,682,915.00","           2,612.8","              $19,397.93","          $57,326,155.00","           2,766.7","              $20,720.05","   2,767",      15,0.3,0.3,0.0,0.0
94.3,5.0,15.4,4.7,69.6,0.0,0.2,5.2,51.0,49.0,7.7,2.1,19.2,23.8,"     $19,347,813","  $93,108",    208,"          $45,170,762.00","           2,665.2","              $16,948.36","          $48,217,581.00","           2,722.2","              $17,712.73","   2,687",      32,1.2,0.1,0.0,0.0
68.4,3.5,2.0,20.2,67.7,0.3,0.2,6.1,50.7,49.3,8.0,5.0,18.2,56.6,"      $9,621,602","  $75,169",    128,"          $25,285,425.00","           1,880.8","              $13,443.97","          $28,735,787.00","           2,061.8","              $13,937.23","   2,083",     121,0.1,5.7,0.0,0.0
89.6,4.6,11.8,5.0,73.1,0.0,0.0,5.5,49.3,50.7,6.2,2.0,15.4,21.5,"     $35,045,998","  $93,536",    375,"          $87,362,301.00","           5,018.9","              $17,406.66","          $94,834,808.00","           5,088.8","              $18,635.99","   5,159",      30,0.3,0.3,0.0,0.0
90.9,1.3,1.0,8.0,86.3,0.1,0.0,3.3,49.2,50.8,3.7,2.3,16.0,29.6,"      $5,809,833","  $72,714",     80,"          $12,822,409.00",             913.4,"              $14,038.11","          $15,742,858.00","           1,043.6","              $15,085.15",     945,      37,1.8,3.0,0.0,0.0
82.7,3.0,2.0,2.8,89.2,0.2,0.2,2.8,48.8,51.2,0.7,0.2,10.6,24.6,"      $6,417,768","  $69,833",     92,"          $15,078,857.00","           1,298.5","              $11,612.52","          $16,222,203.00","           1,332.2","              $12,177.00","   1,336",      40,2.8,0.5,0.0,0.0
67.3,3.5,6.5,16.4,70.8,0.1,0.1,2.7,51.6,48.4,27.1,8.3,20.1,54.2,"     $20,608,097","  $68,261",    302,"          $52,519,417.00","           4,014.3","              $13,083.08","          $58,511,648.00","           4,174.6","              $14,016.11","   4,352",      99,0.0,2.3,0.0,0.0
86.7,1.9,28.3,5.8,60.6,0.1,0.1,3.3,51.2,48.8,21.4,9.5,15.1,30.0,"     $22,202,832","  $74,649",    297,"          $52,933,543.00","           3,663.3","              $14,449.69","          $57,675,090.00","           3,707.9","              $15,554.65","   3,834",      17,0.1,0.4,0.0,0.0
69.7,2.2,2.7,11.8,81.2,0.1,0.1,1.9,50.9,49.1,7.5,4.7,18.2,45.0,"     $30,449,769","  $70,616",    431,"          $76,344,966.00","           5,483.5","              $13,922.67","          $82,311,203.00","           5,719.7","              $14,390.83","   5,836",     198,0.6,3.1,0.0,0.0
93.3,0.9,23.0,1.1,71.5,0.1,0.0,3.4,50.7,49.3,13.5,1.1,13.3,18.3,"     $28,450,526","  $78,942",    360,"          $65,245,750.00","           5,104.1","              $12,783.01","          $69,962,952.00","           5,171.7","              $13,528.04","   5,252",      67,1.1,0.4,0.0,0.0
73.7,0.7,0.9,2.7,91.9,0.3,0.0,3.6,54.2,45.8,2.5,0.9,17.4,33.3,"      $8,314,058","  $75,172",    111,"          $20,642,782.00","           1,521.1","              $13,570.96","          $22,398,716.00","           1,583.6","              $14,144.18","   1,564",      37,0.2,2.3,0.0,0.0
69.7,5.4,4.9,7.3,78.7,0.2,0.0,3.4,51.1,48.9,8.6,3.1,16.8,37.5,"     $33,278,365","  $78,821",    422,"          $82,945,928.00","           6,390.9","              $12,978.76","          $93,483,579.00","           6,644.2","              $14,069.95","   6,785",     426,4.8,1.9,0.0,0.0
73.5,1.7,1.0,3.0,91.6,0.3,0.1,2.3,51.8,48.2,0.7,0.1,14.5,28.7,"     $19,205,540","  $80,526",    239,"          $45,331,351.00","           4,043.8","              $11,210.09","          $48,889,965.00","           4,137.8","              $11,815.45","   4,183",      59,0.3,1.1,0.0,0.0
61.1,1.3,1.3,17.7,76.5,0.2,0.0,2.8,54.3,45.7,3.2,0.7,25.1,45.3,"      $9,353,064","  $83,659",    112,"          $23,674,066.00","           1,299.6","              $18,216.43","          $23,767,184.00","           1,304.4","              $18,220.78","   1,361",      60,2.7,2.1,0.0,0.0
87.6,1.0,4.1,3.8,88.1,0.1,0.1,2.7,50.9,49.1,2.0,1.0,17.5,25.0,"     $20,682,894","  $74,667",    277,"          $49,716,004.00","           3,377.0","              $14,721.94","          $56,557,119.00","           3,461.8","              $16,337.49","   3,437",      81,1.4,1.5,0.0,0.0
50.0,1.7,2.2,5.5,87.8,0.3,0.1,2.3,54.1,45.9,3.1,1.2,20.0,47.1,"      $6,666,894","  $70,178",     95,"          $17,746,068.00","           1,280.1","              $13,863.03","          $20,660,034.00","           1,494.3","              $13,825.89","   1,362",      69,1.8,3.6,0.0,0.0
90.7,0.9,15.9,3.1,74.7,0.2,0.0,5.1,50.2,49.8,14.0,3.9,15.6,23.7,"     $25,804,881","  $76,709",    336,"          $57,566,841.00","           4,555.9","              $12,635.67","          $61,596,354.00","           4,627.0","              $13,312.37","   4,645",      25,0.4,0.2,0.0,0.0
85.1,1.5,0.7,10.4,85.0,0.3,0.1,2.2,50.4,49.6,16.4,6.3,17.0,40.1,"      $9,394,048","  $62,921",    149,"          $24,362,861.00","           1,938.2","              $12,569.84","          $25,928,854.00","           1,981.5","              $13,085.47","   2,029",      54,0.3,2.4,0.0,0.0
81.4,6.6,7.2,9.6,73.5,0.4,0.1,2.6,49.8,50.2,16.1,4.5,16.7,39.0,"     $28,955,587","  $79,592",    364,"          $73,154,001.00","           4,690.9","              $15,594.88","          $77,987,575.00","           4,827.8","              $16,153.85","   4,897",      84,0.6,1.2,0.0,0.0
63.5,14.9,7.5,40.8,32.5,0.2,0.0,4.1,51.4,48.6,50.8,38.4,19.1,74.3,"    $139,846,526","  $77,862","  1,796","         $353,827,375.00","          24,827.2","              $14,251.60","         $404,557,798.00","          27,915.6","              $14,492.18","  27,165","   2,212",2.8,4.6,0.0,0.0
75.8,2.0,1.6,4.0,91.6,0.3,0.1,0.4,51.3,48.7,4.7,1.7,13.2,29.7,"      $9,489,496","  $74,662",    127,"          $22,779,478.72","           1,943.1","              $11,723.27","          $26,449,957.74","           2,036.7","              $12,986.67","   2,021",      49,2.2,0.6,0.0,0.0
88.6,1.4,29.4,3.3,61.8,0.2,0.0,3.7,52.0,48.0,15.6,3.6,17.0,23.1,"     $29,231,455","  $80,750",    362,"          $39,206,997.00","           2,882.3","              $13,602.68","          $44,631,077.00","           2,987.9","              $14,937.27","   5,776",      31,0.2,0.3,0.0,0.0
81.3,4.0,0.7,1.6,92.7,0.5,0.2,0.3,51.3,48.7,0.9,0.4,22.0,47.9,"      $6,778,249","  $67,378",    101,"          $18,417,242.45","           1,375.0","              $13,394.36","          $19,638,935.95","           1,511.8","              $12,990.43","   1,516",      87,5.2,1.9,0.0,0.0
79.9,1.7,2.5,5.7,87.7,0.1,0.1,2.1,51.2,48.8,6.6,4.0,16.0,37.6,"     $20,849,537","  $64,769",    322,"          $51,605,213.40","           4,046.9","              $12,751.79","          $56,982,676.00","           4,175.5","              $13,646.91","   4,210",      14,0.0,0.3,0.0,0.0
72.3,3.1,1.0,4.8,87.9,0.1,0.1,3.0,52.7,47.3,2.5,1.5,19.7,32.3,"     $12,158,388","  $77,147",    158,"          $29,444,378.36","           2,342.1","              $12,571.79","          $33,262,564.52","           2,511.6","              $13,243.58","   2,370",      28,0.2,1.0,0.0,0.0
